Label1,Number,Label2,Economy,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DUM1_01_AUS,1,DUM1,01_AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_02_BD,2,DUM1,02_BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_03_CDA,3,DUM1,03_CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_04_CHL,4,DUM1,04_CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_05_PRC,5,DUM1,05_PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_06_HKC,6,DUM1,06_HKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_07_INA,7,DUM1,07_INA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_08_JPN,8,DUM1,08_JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_09_ROK,9,DUM1,09_ROK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_10_MAS,10,DUM1,10_MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_11_MEX,11,DUM1,11_MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_12_NZ,12,DUM1,12_NZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_13_PNG,13,DUM1,13_PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_14_PE,14,DUM1,14_PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_15_RP,15,DUM1,15_RP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_16_RUS,16,DUM1,16_RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_17_SIN,17,DUM1,17_SIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_18_CT,18,DUM1,18_CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_19_THA,19,DUM1,19_THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_20_USA,20,DUM1,20_USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM1_21_VN,21,DUM1,21_VN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_01_AUS,1,DUM2,01_AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_02_BD,2,DUM2,02_BD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_03_CDA,3,DUM2,03_CDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_04_CHL,4,DUM2,04_CHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_05_PRC,5,DUM2,05_PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_06_HKC,6,DUM2,06_HKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_07_INA,7,DUM2,07_INA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_08_JPN,8,DUM2,08_JPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_09_ROK,9,DUM2,09_ROK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_10_MAS,10,DUM2,10_MAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_11_MEX,11,DUM2,11_MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_12_NZ,12,DUM2,12_NZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_13_PNG,13,DUM2,13_PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_14_PE,14,DUM2,14_PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_15_RP,15,DUM2,15_RP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_16_RUS,16,DUM2,16_RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_17_SIN,17,DUM2,17_SIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_18_CT,18,DUM2,18_CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_19_THA,19,DUM2,19_THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_20_USA,20,DUM2,20_USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUM2_21_VN,21,DUM2,21_VN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP_01_AUS,1,GDP,01_AUS,"347,420,465","358,188,872","368,749,588","360,991,765","379,601,300","399,582,173","417,731,196","429,187,886","453,331,010","470,383,417","515,317,626","513,320,531","515,592,569","536,417,759","557,759,322","579,117,983","601,579,834","625,441,020","654,065,825","686,887,267","713,972,531","727,774,374","756,907,345","779,506,667","810,695,552","836,559,304","860,269,340","892,764,544","925,419,788","943,213,087","962,576,705","986,170,471","1,024,551,635","1,051,594,494","1,078,497,831","1,103,854,786","1,135,064,189","1,157,283,926","1,201,142,573","1,245,039,044","1,289,224,526","1,333,639,686","1,378,646,228","1,424,442,629","1,471,205,820","1,519,006,309","1,566,859,653","1,615,958,599","1,666,222,278","1,717,419,964","1,769,393,796","1,821,332,122","1,874,054,169","1,927,569,372","1,981,931,991","2,037,127,705","2,091,895,589","2,147,448,007","2,203,751,837","2,260,727,484","2,318,290,528","2,375,138,639","2,432,794,114","2,491,262,884","2,550,592,656","2,610,851,825","2,670,775,153","2,731,887,132","2,794,170,024","2,857,579,294","2,922,072,575"
GDP_02_BD,2,GDP,02_BD,"17,855,416","14,325,028","14,898,711","14,977,505","15,069,294","14,844,799","14,440,412","14,728,067","14,886,686","14,723,781","23,088,497","23,814,848","24,948,096","25,024,081","25,811,188","26,967,196","27,743,397","27,335,244","27,182,575","28,012,230","28,810,416","29,600,986","30,747,165","31,640,049","31,799,615","31,922,841","33,326,718","33,378,235","32,730,792","32,153,246","32,988,898","34,224,437","34,536,852","33,802,589","33,008,313","32,821,218","32,012,006","32,437,366","33,069,907","33,676,517","34,259,481","34,761,332","35,259,303","35,744,984","36,216,047","36,670,805","37,067,939","37,462,768","37,858,011","38,255,907","38,654,200","38,979,888","39,317,569","39,663,549","40,018,318","40,377,630","40,672,792","40,982,660","41,303,882","41,631,876","41,964,992","42,231,768","42,511,378","42,800,472","43,100,190","43,407,732","43,644,785","43,894,956","44,156,602","44,432,251","44,714,493"
GDP_03_CDA,3,GDP,03_CDA,"675,111,424","697,284,324","675,883,914","694,219,534","735,383,384","772,485,749","793,596,223","828,151,423","870,763,088","890,380,142","916,554,841","897,071,706","904,992,634","929,022,323","970,767,705","996,762,034","1,012,820,349","1,056,167,160","1,097,165,026","1,153,813,970","1,213,612,575","1,235,103,458","1,272,280,273","1,295,210,241","1,335,179,927","1,377,924,138","1,414,072,774","1,443,241,528","1,457,679,153","1,414,683,628","1,458,305,599","1,504,114,172","1,530,368,068","1,568,244,706","1,613,029,685","1,629,174,217","1,652,212,414","1,702,561,120","1,736,225,571","1,771,168,763","1,807,362,860","1,844,712,460","1,883,170,718","1,922,752,078","1,963,133,817","2,004,109,568","2,045,710,589","2,087,986,905","2,130,945,077","2,174,536,544","2,218,710,070","2,263,425,517","2,308,694,906","2,354,538,825","2,400,973,842","2,448,001,199","2,495,626,479","2,543,873,074","2,592,766,017","2,642,312,764","2,692,521,059","2,743,424,646","2,795,096,455","2,847,594,538","2,900,951,807","2,955,183,143","3,010,304,987","3,066,353,016","3,123,340,480","3,181,260,928","3,240,094,122"
GDP_04_CHL,4,GDP,04_CHL,"75,244,937","78,802,560","70,661,595","67,980,359","73,394,748","78,613,636","83,006,566","88,473,325","94,934,831","104,953,436","125,464,694","135,256,451","150,360,144","160,267,049","168,328,798","183,366,108","195,840,351","210,387,157","219,485,517","218,581,025","230,224,702","237,829,133","245,218,414","255,250,416","273,652,796","289,368,212","307,648,113","322,739,251","334,130,431","328,903,831","348,125,554","369,399,224","389,046,195","404,783,130","411,934,595","421,430,747","426,765,502","433,123,907","457,489,275","482,243,933","507,191,164","532,183,278","557,093,007","581,818,869","606,298,880","630,504,357","654,435,101","678,110,766","701,559,226","724,816,239","747,923,989","770,928,879","793,879,791","816,823,611","839,806,564","862,870,340","886,049,881","909,375,170","932,865,121","956,523,450","980,341,788","1,004,308,061","1,028,412,733","1,052,638,806","1,076,959,404","1,101,337,868","1,125,734,717","1,150,114,767","1,174,440,897","1,198,676,569","1,222,783,525"
GDP_05_PRC,5,GDP,05_PRC,"614,872,138","647,379,391","705,677,085","782,448,850","902,916,289","1,026,672,990","1,118,457,432","1,249,061,845","1,391,097,256","1,449,164,633","1,825,795,839","1,995,486,690","2,279,168,343","2,595,233,745","2,933,967,773","3,255,214,575","3,578,404,403","3,908,718,655","4,215,068,932","4,538,258,760","4,923,625,388","5,334,251,341","5,821,302,945","6,405,505,799","7,053,180,804","7,856,945,485","8,856,308,018","10,116,683,578","11,093,377,485","12,136,134,243","13,426,950,528","14,707,404,013","15,862,856,222","17,093,438,732","18,340,860,791","19,606,417,751","20,920,047,740","22,363,531,034","23,659,612,528","24,947,921,526","26,230,105,407","27,506,861,830","28,778,357,427","30,044,823,379","31,306,912,044","32,566,129,111","33,825,345,520","35,088,933,722","36,362,312,703","37,651,695,152","38,964,095,929","40,306,889,050","41,686,988,529","43,109,576,007","44,577,044,521","46,088,498,358","47,639,385,219","49,221,380,886","50,822,941,908","52,430,130,974","54,027,947,894","55,602,066,714","57,140,385,424","58,633,474,425","60,075,231,645","61,463,049,767","62,797,983,091","64,084,442,360","65,329,425,226","66,541,967,927","67,732,040,674"
GDP_06_HKC,6,GDP,06_HKC,"85,158,630","92,654,618","95,317,441","100,678,413","110,864,549","111,838,877","124,301,087","141,264,792","154,468,981","158,505,430","162,136,327","171,381,298","182,066,812","193,357,083","205,028,346","209,895,285","218,833,909","229,993,805","216,464,023","221,890,122","238,894,600","240,234,490","244,214,305","251,678,273","273,574,347","293,786,692","314,447,918","334,776,452","341,900,297","333,492,799","356,062,533","373,205,831","379,551,479","391,323,225","402,133,203","411,735,524","420,641,047","436,589,016","449,159,793","461,859,171","474,571,198","487,075,456","499,279,321","511,253,162","523,237,831","535,416,628","547,357,428","559,472,253","571,819,963","584,393,978","597,273,775","609,985,677","623,109,485","636,582,270","650,327,773","664,226,402","678,403,630","692,750,038","707,285,171","721,959,258","736,763,675","751,850,965","767,026,005","782,292,047","797,760,612","813,367,133","830,635,372","848,254,575","866,084,189","883,989,108","901,931,121"
GDP_07_INA,7,GDP,07_INA,"246,867,132","266,902,407","269,765,376","292,463,797","313,326,797","324,093,033","343,272,457","361,291,604","384,047,185","418,680,446","884,274,956","945,395,890","1,006,823,049","1,072,230,383","1,153,076,244","1,247,859,197","1,345,419,164","1,408,652,234","1,223,742,322","1,233,423,667","1,294,108,947","1,341,259,372","1,401,609,008","1,468,611,092","1,542,495,065","1,630,302,696","1,719,984,861","1,829,118,283","1,939,116,035","2,028,875,219","2,155,149,454","2,288,117,524","2,426,092,170","2,560,916,509","2,689,133,108","2,820,263,905","2,962,215,673","3,112,331,292","3,295,609,280","3,488,936,656","3,693,734,814","3,911,045,297","4,141,602,277","4,385,948,175","4,644,490,992","4,917,539,393","5,205,336,959","5,508,052,854","5,825,728,932","6,158,276,587","6,505,538,184","6,867,313,616","7,243,345,960","7,633,308,546","8,036,803,252","8,453,413,859","8,882,770,875","9,324,649,631","9,778,929,011","10,245,538,372","10,724,462,970","11,215,778,671","11,719,616,575","12,236,108,165","12,765,364,531","13,307,482,936","13,862,577,929","14,430,737,645","15,011,947,341","15,606,037,447","16,212,728,393"
GDP_08_JPN,8,GDP,08_JPN,"2,467,546,820","2,571,706,518","2,660,617,879","2,742,933,694","2,865,668,388","3,045,585,738","3,127,382,353","3,252,503,389","3,481,900,817","3,665,877,717","3,980,922,738","4,116,970,644","4,151,885,419","4,130,381,981","4,171,399,415","4,285,785,040","4,418,644,346","4,466,190,958","4,415,794,020","4,404,668,239","4,527,101,843","4,545,497,083","4,550,860,441","4,620,407,607","4,722,273,174","4,800,789,013","4,868,960,531","4,949,502,092","4,895,377,277","4,630,223,435","4,824,310,329","4,818,742,045","4,890,786,556","4,988,615,386","5,007,308,700","5,075,098,803","5,122,713,069","5,210,443,687","5,250,003,682","5,296,109,833","5,347,531,502","5,403,147,929","5,462,306,521","5,524,722,222","5,590,267,170","5,658,856,244","5,730,421,375","5,804,855,810","5,881,862,362","5,960,930,694","6,041,482,769","6,122,239,375","6,201,587,220","6,279,518,300","6,356,080,281","6,431,338,777","6,505,342,764","6,578,159,613","6,649,849,253","6,720,513,127","6,790,328,495","6,859,623,800","6,928,927,126","6,998,793,709","7,069,777,294","7,142,438,952","7,217,398,990","7,295,399,996","7,377,138,739","7,463,193,178","7,554,033,544"
GDP_09_ROK,9,GDP,09_ROK,"247,866,534","263,187,635","282,663,779","313,559,609","340,063,509","364,941,898","405,487,945","452,009,348","501,244,250","535,756,378","525,457,624","579,863,250","615,672,738","657,826,274","718,386,692","787,140,638","846,920,105","897,076,285","847,995,274","943,891,850","1,028,128,780","1,074,654,762","1,154,527,763","1,188,392,578","1,246,621,919","1,295,535,341","1,362,594,243","1,437,038,168","1,477,695,185","1,488,150,025","1,584,832,060","1,643,180,641","1,680,848,879","1,729,529,707","1,787,321,039","1,837,191,517","1,891,008,456","1,948,925,666","2,013,342,662","2,078,130,276","2,143,183,904","2,208,267,338","2,273,136,741","2,337,591,253","2,401,515,619","2,464,833,932","2,527,488,781","2,589,456,879","2,650,728,490","2,711,324,850","2,771,278,698","2,830,634,441","2,889,462,983","2,947,844,914","3,005,866,379","3,063,609,306","3,121,150,744","3,178,570,846","3,235,926,536","3,293,225,172","3,350,439,908","3,407,529,375","3,464,460,649","3,521,198,316","3,577,691,327","3,633,893,874","3,689,785,950","3,745,392,658","3,800,756,553","3,855,904,183","3,910,867,882"
